23.61.127.8
PING 23.61.127.8 (23.61.127.8) 56(84) bytes of data.
64 bytes from 200.160.2.3: icmp_seq=112 ttl=241 time=136 ms
64 bytes from 200.160.2.3: icmp_seq=113 ttl=241 time=136 ms
64 bytes from 200.160.2.3: icmp_seq=114 ttl=241 time=136 ms
64 bytes from 200.160.2.3: icmp_seq=115 ttl=241 time=136 ms
64 bytes from 200.160.2.3: icmp_seq=116 ttl=241 time=136 ms
64 bytes from 200.160.2.3: icmp_seq=117 ttl=241 time=136 ms
64 bytes from 200.160.2.3: icmp_seq=118 ttl=241 time=136 ms
64 bytes from 200.160.2.3: icmp_seq=119 ttl=241 time=136 ms
64 bytes from 200.160.2.3: icmp_seq=120 ttl=241 time=136 ms

--- 200.160.2.3 ping statistics ---
120 packets transmitted, 116 received, 3% packet loss, time 119126ms
rtt min/avg/max/mdev = 136.805/136.915/138.006/0.512 ms
141.193.213.11
PING 141.193.213.11 (141.193.213.11) 56(84) bytes of data.
64 bytes from 141.193.213.11: icmp_seq=1 ttl=56 time=1.61 ms
64 bytes from 141.193.213.11: icmp_seq=2 ttl=56 time=1.64 ms
64 bytes from 141.193.213.11: icmp_seq=3 ttl=56 time=1.66 ms
64 bytes from 141.193.213.11: icmp_seq=4 ttl=56 time=1.66 ms
64 bytes from 141.193.213.11: icmp_seq=5 ttl=56 time=1.62 ms
64 bytes from 141.193.213.11: icmp_seq=6 ttl=56 time=1.64 ms
64 bytes from 141.193.213.11: icmp_seq=7 ttl=56 time=1.82 ms
64 bytes from 141.193.213.11: icmp_seq=8 ttl=56 time=1.62 ms
64 bytes from 141.193.213.11: icmp_seq=9 ttl=56 time=1.63 ms
64 bytes from 141.193.213.11: icmp_seq=10 ttl=56 time=1.66 ms
64 bytes from 141.193.213.11: icmp_seq=11 ttl=56 time=1.69 ms
64 bytes from 141.193.213.11: icmp_seq=12 ttl=56 time=1.60 ms
64 bytes from 141.193.213.11: icmp_seq=13 ttl=56 time=1.65 ms
64 bytes from 141.193.213.11: icmp_seq=14 ttl=56 time=1.60 ms
64 bytes from 141.193.213.11: icmp_seq=15 ttl=56 time=1.64 ms
64 bytes from 141.193.213.11: icmp_seq=16 ttl=56 time=1.66 ms
64 bytes from 141.193.213.11: icmp_seq=17 ttl=56 time=1.67 ms
64 bytes from 141.193.213.11: icmp_seq=18 ttl=56 time=1.64 ms
64 bytes from 141.193.213.11: icmp_seq=19 ttl=56 time=1.66 ms
64 bytes from 141.193.213.11: icmp_seq=20 ttl=56 time=1.56 ms
64 bytes from 141.193.213.11: icmp_seq=21 ttl=56 time=1.65 ms
64 bytes from 141.193.213.11: icmp_seq=22 ttl=56 time=1.66 ms
64 bytes from 141.193.213.11: icmp_seq=23 ttl=56 time=1.63 ms
64 bytes from 141.193.213.11: icmp_seq=24 ttl=56 time=1.66 ms
64 bytes from 141.193.213.11: icmp_seq=25 ttl=56 time=1.66 ms
64 bytes from 141.193.213.11: icmp_seq=26 ttl=56 time=1.70 ms
64 bytes from 141.193.213.11: icmp_seq=27 ttl=56 time=1.69 ms
64 bytes from 141.193.213.11: icmp_seq=28 ttl=56 time=1.66 ms
64 bytes from 141.193.213.11: icmp_seq=29 ttl=56 time=1.68 ms
64 bytes from 141.193.213.11: icmp_seq=30 ttl=56 time=1.67 ms
64 bytes from 141.193.213.11: icmp_seq=31 ttl=56 time=1.69 ms
64 bytes from 141.193.213.11: icmp_seq=32 ttl=56 time=1.66 ms
64 bytes from 141.193.213.11: icmp_seq=33 ttl=56 time=1.56 ms
64 bytes from 141.193.213.11: icmp_seq=34 ttl=56 time=1.63 ms
64 bytes from 141.193.213.11: icmp_seq=35 ttl=56 time=1.63 ms
64 bytes from 141.193.213.11: icmp_seq=36 ttl=56 time=1.68 ms
64 bytes from 141.193.213.11: icmp_seq=37 ttl=56 time=1.62 ms
64 bytes from 141.193.213.11: icmp_seq=38 ttl=56 time=1.63 ms
64 bytes from 141.193.213.11: icmp_seq=39 ttl=56 time=1.63 ms
64 bytes from 141.193.213.11: icmp_seq=40 ttl=56 time=1.64 ms
64 bytes from 141.193.213.11: icmp_seq=41 ttl=56 time=1.65 ms
64 bytes from 141.193.213.11: icmp_seq=42 ttl=56 time=1.63 ms
64 bytes from 141.193.213.11: icmp_seq=43 ttl=56 time=1.68 ms
64 bytes from 141.193.213.11: icmp_seq=44 ttl=56 time=1.61 ms
64 bytes from 141.193.213.11: icmp_seq=45 ttl=56 time=1.52 ms
64 bytes from 141.193.213.11: icmp_seq=46 ttl=56 time=1.65 ms
64 bytes from 141.193.213.11: icmp_seq=47 ttl=56 time=1.76 ms
64 bytes from 141.193.213.11: icmp_seq=48 ttl=56 time=1.65 ms
64 bytes from 141.193.213.11: icmp_seq=49 ttl=56 time=1.66 ms
64 bytes from 141.193.213.11: icmp_seq=50 ttl=56 time=1.62 ms
64 bytes from 141.193.213.11: icmp_seq=51 ttl=56 time=1.64 ms
64 bytes from 141.193.213.11: icmp_seq=52 ttl=56 time=1.64 ms
64 bytes from 141.193.213.11: icmp_seq=53 ttl=56 time=1.63 ms
64 bytes from 141.193.213.11: icmp_seq=54 ttl=56 time=1.68 ms
64 bytes from 141.193.213.11: icmp_seq=55 ttl=56 time=1.59 ms
64 bytes from 141.193.213.11: icmp_seq=56 ttl=56 time=1.65 ms
64 bytes from 141.193.213.11: icmp_seq=57 ttl=56 time=1.62 ms
64 bytes from 141.193.213.11: icmp_seq=58 ttl=56 time=1.62 ms
64 bytes from 141.193.213.11: icmp_seq=59 ttl=56 time=1.71 ms
64 bytes from 141.193.213.11: icmp_seq=60 ttl=56 time=1.69 ms
64 bytes from 141.193.213.11: icmp_seq=61 ttl=56 time=1.67 ms
64 bytes from 141.193.213.11: icmp_seq=62 ttl=56 time=1.63 ms
64 bytes from 141.193.213.11: icmp_seq=63 ttl=56 time=1.61 ms
64 bytes from 141.193.213.11: icmp_seq=64 ttl=56 time=1.69 ms
64 bytes from 141.193.213.11: icmp_seq=65 ttl=56 time=1.67 ms
64 bytes from 141.193.213.11: icmp_seq=66 ttl=56 time=1.66 ms
64 bytes from 141.193.213.11: icmp_seq=67 ttl=56 time=1.73 ms
64 bytes from 141.193.213.11: icmp_seq=68 ttl=56 time=1.66 ms
64 bytes from 141.193.213.11: icmp_seq=69 ttl=56 time=1.61 ms
64 bytes from 141.193.213.11: icmp_seq=70 ttl=56 time=1.64 ms
64 bytes from 141.193.213.11: icmp_seq=71 ttl=56 time=1.71 ms
64 bytes from 141.193.213.11: icmp_seq=72 ttl=56 time=1.58 ms
64 bytes from 141.193.213.11: icmp_seq=73 ttl=56 time=1.59 ms
64 bytes from 141.193.213.11: icmp_seq=74 ttl=56 time=1.59 ms
64 bytes from 141.193.213.11: icmp_seq=75 ttl=56 time=1.66 ms
64 bytes from 141.193.213.11: icmp_seq=76 ttl=56 time=1.77 ms
64 bytes from 141.193.213.11: icmp_seq=77 ttl=56 time=1.62 ms
64 bytes from 141.193.213.11: icmp_seq=78 ttl=56 time=1.63 ms
64 bytes from 141.193.213.11: icmp_seq=79 ttl=56 time=1.65 ms
64 bytes from 141.193.213.11: icmp_seq=80 ttl=56 time=1.67 ms
64 bytes from 141.193.213.11: icmp_seq=81 ttl=56 time=1.67 ms
64 bytes from 141.193.213.11: icmp_seq=82 ttl=56 time=1.64 ms
64 bytes from 141.193.213.11: icmp_seq=83 ttl=56 time=1.63 ms
64 bytes from 141.193.213.11: icmp_seq=84 ttl=56 time=1.71 ms
64 bytes from 141.193.213.11: icmp_seq=85 ttl=56 time=1.69 ms
64 bytes from 141.193.213.11: icmp_seq=86 ttl=56 time=1.83 ms
64 bytes from 141.193.213.11: icmp_seq=87 ttl=56 time=1.70 ms
64 bytes from 141.193.213.11: icmp_seq=88 ttl=56 time=1.66 ms
64 bytes from 141.193.213.11: icmp_seq=89 ttl=56 time=1.60 ms
64 bytes from 141.193.213.11: icmp_seq=90 ttl=56 time=1.63 ms
64 bytes from 141.193.213.11: icmp_seq=91 ttl=56 time=1.65 ms
64 bytes from 141.193.213.11: icmp_seq=92 ttl=56 time=1.67 ms
64 bytes from 141.193.213.11: icmp_seq=93 ttl=56 time=1.69 ms
64 bytes from 141.193.213.11: icmp_seq=94 ttl=56 time=1.76 ms
64 bytes from 141.193.213.11: icmp_seq=95 ttl=56 time=1.64 ms
64 bytes from 141.193.213.11: icmp_seq=96 ttl=56 time=1.61 ms
64 bytes from 141.193.213.11: icmp_seq=97 ttl=56 time=1.64 ms
64 bytes from 141.193.213.11: icmp_seq=98 ttl=56 time=1.62 ms
64 bytes from 141.193.213.11: icmp_seq=99 ttl=56 time=1.64 ms
64 bytes from 141.193.213.11: icmp_seq=100 ttl=56 time=1.65 ms
64 bytes from 141.193.213.11: icmp_seq=101 ttl=56 time=1.64 ms
64 bytes from 141.193.213.11: icmp_seq=102 ttl=56 time=1.67 ms
64 bytes from 141.193.213.11: icmp_seq=103 ttl=56 time=1.66 ms
64 bytes from 141.193.213.11: icmp_seq=104 ttl=56 time=1.65 ms
64 bytes from 141.193.213.11: icmp_seq=105 ttl=56 time=1.60 ms
64 bytes from 141.193.213.11: icmp_seq=106 ttl=56 time=1.65 ms
64 bytes from 141.193.213.11: icmp_seq=107 ttl=56 time=1.67 ms
64 bytes from 141.193.213.11: icmp_seq=108 ttl=56 time=1.62 ms
64 bytes from 141.193.213.11: icmp_seq=109 ttl=56 time=1.68 ms
64 bytes from 141.193.213.11: icmp_seq=110 ttl=56 time=1.65 ms
64 bytes from 141.193.213.11: icmp_seq=111 ttl=56 time=1.67 ms
64 bytes from 141.193.213.11: icmp_seq=112 ttl=56 time=1.65 ms
64 bytes from 141.193.213.11: icmp_seq=113 ttl=56 time=1.65 ms
64 bytes from 141.193.213.11: icmp_seq=114 ttl=56 time=1.66 ms
64 bytes from 141.193.213.11: icmp_seq=115 ttl=56 time=1.70 ms
64 bytes from 141.193.213.11: icmp_seq=116 ttl=56 time=1.71 ms
64 bytes from 141.193.213.11: icmp_seq=117 ttl=56 time=1.75 ms
64 bytes from 141.193.213.11: icmp_seq=118 ttl=56 time=1.60 ms
64 bytes from 141.193.213.11: icmp_seq=119 ttl=56 time=1.67 ms
64 bytes from 141.193.213.11: icmp_seq=120 ttl=56 time=1.71 ms

--- 141.193.213.11 ping statistics ---
120 packets transmitted, 120 received, 0% packet loss, time 119200ms
rtt min/avg/max/mdev = 1.529/1.659/1.830/0.045 ms
23.221.67.224
PING 23.221.67.224 (23.221.67.224) 56(84) bytes of data.
64 bytes from 23.221.67.224: icmp_seq=1 ttl=52 time=8.03 ms
64 bytes from 23.221.67.224: icmp_seq=2 ttl=52 time=8.06 ms
64 bytes from 23.221.67.224: icmp_seq=3 ttl=52 time=8.19 ms
64 bytes from 23.221.67.224: icmp_seq=4 ttl=52 time=8.12 ms
64 bytes from 23.221.67.224: icmp_seq=5 ttl=52 time=8.07 ms
64 bytes from 23.221.67.224: icmp_seq=6 ttl=52 time=8.06 ms
64 bytes from 23.221.67.224: icmp_seq=7 ttl=52 time=8.08 ms
64 bytes from 23.221.67.224: icmp_seq=8 ttl=52 time=8.16 ms
64 bytes from 23.221.67.224: icmp_seq=9 ttl=52 time=8.08 ms
64 bytes from 23.221.67.224: icmp_seq=10 ttl=52 time=8.06 ms
64 bytes from 23.221.67.224: icmp_seq=11 ttl=52 time=8.10 ms
64 bytes from 23.221.67.224: icmp_seq=12 ttl=52 time=8.08 ms
64 bytes from 23.221.67.224: icmp_seq=13 ttl=52 time=8.10 ms
64 bytes from 23.221.67.224: icmp_seq=14 ttl=52 time=8.08 ms
64 bytes from 23.221.67.224: icmp_seq=15 ttl=52 time=8.07 ms
64 bytes from 23.221.67.224: icmp_seq=16 ttl=52 time=8.66 ms
64 bytes from 23.221.67.224: icmp_seq=17 ttl=52 time=8.03 ms
64 bytes from 23.221.67.224: icmp_seq=18 ttl=52 time=8.06 ms
64 bytes from 23.221.67.224: icmp_seq=19 ttl=52 time=8.12 ms
64 bytes from 23.221.67.224: icmp_seq=20 ttl=52 time=8.12 ms
64 bytes from 23.221.67.224: icmp_seq=21 ttl=52 time=8.80 ms
64 bytes from 23.221.67.224: icmp_seq=22 ttl=52 time=8.09 ms
64 bytes from 23.221.67.224: icmp_seq=23 ttl=52 time=8.19 ms
64 bytes from 23.221.67.224: icmp_seq=24 ttl=52 time=8.04 ms
64 bytes from 23.221.67.224: icmp_seq=25 ttl=52 time=8.08 ms
64 bytes from 23.221.67.224: icmp_seq=26 ttl=52 time=8.06 ms
64 bytes from 23.221.67.224: icmp_seq=27 ttl=52 time=8.11 ms
64 bytes from 23.221.67.224: icmp_seq=28 ttl=52 time=8.10 ms
64 bytes from 23.221.67.224: icmp_seq=29 ttl=52 time=8.09 ms
64 bytes from 23.221.67.224: icmp_seq=30 ttl=52 time=8.10 ms
64 bytes from 23.221.67.224: icmp_seq=31 ttl=52 time=8.10 ms
64 bytes from 23.221.67.224: icmp_seq=32 ttl=52 time=8.07 ms
64 bytes from 23.221.67.224: icmp_seq=33 ttl=52 time=8.02 ms
64 bytes from 23.221.67.224: icmp_seq=34 ttl=52 time=8.07 ms
64 bytes from 23.221.67.224: icmp_seq=35 ttl=52 time=8.06 ms
64 bytes from 23.221.67.224: icmp_seq=36 ttl=52 time=8.05 ms
64 bytes from 23.221.67.224: icmp_seq=37 ttl=52 time=8.09 ms
64 bytes from 23.221.67.224: icmp_seq=38 ttl=52 time=8.08 ms
64 bytes from 23.221.67.224: icmp_seq=39 ttl=52 time=8.10 ms
64 bytes from 23.221.67.224: icmp_seq=40 ttl=52 time=7.97 ms
64 bytes from 23.221.67.224: icmp_seq=41 ttl=52 time=8.09 ms
64 bytes from 23.221.67.224: icmp_seq=42 ttl=52 time=8.11 ms
64 bytes from 23.221.67.224: icmp_seq=43 ttl=52 time=8.25 ms
64 bytes from 23.221.67.224: icmp_seq=44 ttl=52 time=8.08 ms
64 bytes from 23.221.67.224: icmp_seq=45 ttl=52 time=8.14 ms
64 bytes from 23.221.67.224: icmp_seq=46 ttl=52 time=8.09 ms
64 bytes from 23.221.67.224: icmp_seq=47 ttl=52 time=8.10 ms
64 bytes from 23.221.67.224: icmp_seq=48 ttl=52 time=8.10 ms
64 bytes from 23.221.67.224: icmp_seq=49 ttl=52 time=8.61 ms
64 bytes from 23.221.67.224: icmp_seq=50 ttl=52 time=8.18 ms
64 bytes from 23.221.67.224: icmp_seq=51 ttl=52 time=8.09 ms
64 bytes from 23.221.67.224: icmp_seq=52 ttl=52 time=8.06 ms
64 bytes from 23.221.67.224: icmp_seq=53 ttl=52 time=8.06 ms
64 bytes from 23.221.67.224: icmp_seq=54 ttl=52 time=8.09 ms
64 bytes from 23.221.67.224: icmp_seq=55 ttl=52 time=8.14 ms
64 bytes from 23.221.67.224: icmp_seq=56 ttl=52 time=8.07 ms
64 bytes from 23.221.67.224: icmp_seq=57 ttl=52 time=8.09 ms
64 bytes from 23.221.67.224: icmp_seq=58 ttl=52 time=8.16 ms
64 bytes from 23.221.67.224: icmp_seq=59 ttl=52 time=8.08 ms
64 bytes from 23.221.67.224: icmp_seq=60 ttl=52 time=8.08 ms
64 bytes from 23.221.67.224: icmp_seq=61 ttl=52 time=8.13 ms
64 bytes from 23.221.67.224: icmp_seq=62 ttl=52 time=8.10 ms
64 bytes from 23.221.67.224: icmp_seq=63 ttl=52 time=7.99 ms
64 bytes from 23.221.67.224: icmp_seq=64 ttl=52 time=8.13 ms
64 bytes from 23.221.67.224: icmp_seq=65 ttl=52 time=8.09 ms
64 bytes from 23.221.67.224: icmp_seq=66 ttl=52 time=8.20 ms
64 bytes from 23.221.67.224: icmp_seq=67 ttl=52 time=8.18 ms
64 bytes from 23.221.67.224: icmp_seq=68 ttl=52 time=8.08 ms
64 bytes from 23.221.67.224: icmp_seq=69 ttl=52 time=8.11 ms
64 bytes from 23.221.67.224: icmp_seq=70 ttl=52 time=8.07 ms
64 bytes from 23.221.67.224: icmp_seq=71 ttl=52 time=8.18 ms
64 bytes from 23.221.67.224: icmp_seq=72 ttl=52 time=8.07 ms
64 bytes from 23.221.67.224: icmp_seq=73 ttl=52 time=8.06 ms
64 bytes from 23.221.67.224: icmp_seq=74 ttl=52 time=8.13 ms
64 bytes from 23.221.67.224: icmp_seq=75 ttl=52 time=8.15 ms
64 bytes from 23.221.67.224: icmp_seq=76 ttl=52 time=8.11 ms
64 bytes from 23.221.67.224: icmp_seq=77 ttl=52 time=8.18 ms
64 bytes from 23.221.67.224: icmp_seq=78 ttl=52 time=8.09 ms
64 bytes from 23.221.67.224: icmp_seq=79 ttl=52 time=8.07 ms
64 bytes from 23.221.67.224: icmp_seq=80 ttl=52 time=8.08 ms
64 bytes from 23.221.67.224: icmp_seq=81 ttl=52 time=8.12 ms
64 bytes from 23.221.67.224: icmp_seq=82 ttl=52 time=8.04 ms
64 bytes from 23.221.67.224: icmp_seq=83 ttl=52 time=8.07 ms
64 bytes from 23.221.67.224: icmp_seq=84 ttl=52 time=8.38 ms
64 bytes from 23.221.67.224: icmp_seq=85 ttl=52 time=8.06 ms
64 bytes from 23.221.67.224: icmp_seq=86 ttl=52 time=8.09 ms
64 bytes from 23.221.67.224: icmp_seq=87 ttl=52 time=8.12 ms
64 bytes from 23.221.67.224: icmp_seq=88 ttl=52 time=8.10 ms
64 bytes from 23.221.67.224: icmp_seq=89 ttl=52 time=8.08 ms
64 bytes from 23.221.67.224: icmp_seq=90 ttl=52 time=8.06 ms
64 bytes from 23.221.67.224: icmp_seq=91 ttl=52 time=8.09 ms
64 bytes from 23.221.67.224: icmp_seq=92 ttl=52 time=8.05 ms
64 bytes from 23.221.67.224: icmp_seq=93 ttl=52 time=8.11 ms
64 bytes from 23.221.67.224: icmp_seq=94 ttl=52 time=8.19 ms
64 bytes from 23.221.67.224: icmp_seq=95 ttl=52 time=8.07 ms
64 bytes from 23.221.67.224: icmp_seq=96 ttl=52 time=8.06 ms
64 bytes from 23.221.67.224: icmp_seq=97 ttl=52 time=8.16 ms
64 bytes from 23.221.67.224: icmp_seq=98 ttl=52 time=8.06 ms
64 bytes from 23.221.67.224: icmp_seq=99 ttl=52 time=8.06 ms
64 bytes from 23.221.67.224: icmp_seq=100 ttl=52 time=8.07 ms
64 bytes from 23.221.67.224: icmp_seq=101 ttl=52 time=8.01 ms
64 bytes from 23.221.67.224: icmp_seq=102 ttl=52 time=8.11 ms
64 bytes from 23.221.67.224: icmp_seq=103 ttl=52 time=8.13 ms
64 bytes from 23.221.67.224: icmp_seq=104 ttl=52 time=8.14 ms
64 bytes from 23.221.67.224: icmp_seq=105 ttl=52 time=8.10 ms
64 bytes from 23.221.67.224: icmp_seq=106 ttl=52 time=8.02 ms
64 bytes from 23.221.67.224: icmp_seq=107 ttl=52 time=8.10 ms
64 bytes from 23.221.67.224: icmp_seq=108 ttl=52 time=8.14 ms
64 bytes from 23.221.67.224: icmp_seq=109 ttl=52 time=8.16 ms
64 bytes from 23.221.67.224: icmp_seq=110 ttl=52 time=8.48 ms
64 bytes from 23.221.67.224: icmp_seq=111 ttl=52 time=8.12 ms
64 bytes from 23.221.67.224: icmp_seq=112 ttl=52 time=8.09 ms
64 bytes from 23.221.67.224: icmp_seq=113 ttl=52 time=8.08 ms
64 bytes from 23.221.67.224: icmp_seq=114 ttl=52 time=8.12 ms
64 bytes from 23.221.67.224: icmp_seq=115 ttl=52 time=8.03 ms
64 bytes from 23.221.67.224: icmp_seq=116 ttl=52 time=8.06 ms
64 bytes from 23.221.67.224: icmp_seq=117 ttl=52 time=8.07 ms
64 bytes from 23.221.67.224: icmp_seq=118 ttl=52 time=8.06 ms
64 bytes from 23.221.67.224: icmp_seq=119 ttl=52 time=8.04 ms
64 bytes from 23.221.67.224: icmp_seq=120 ttl=52 time=8.14 ms

--- 23.221.67.224 ping statistics ---
120 packets transmitted, 120 received, 0% packet loss, time 119139ms
rtt min/avg/max/mdev = 7.971/8.118/8.803/0.153 ms
23.203.53.155
PING 23.203.53.155 (23.203.53.155) 56(84) bytes of data.
64 bytes from 23.203.53.155: icmp_seq=1 ttl=56 time=1.41 ms
64 bytes from 23.203.53.155: icmp_seq=2 ttl=56 time=1.49 ms
64 bytes from 23.203.53.155: icmp_seq=3 ttl=56 time=1.54 ms
64 bytes from 23.203.53.155: icmp_seq=4 ttl=56 time=1.50 ms
64 bytes from 23.203.53.155: icmp_seq=5 ttl=56 time=1.48 ms
64 bytes from 23.203.53.155: icmp_seq=6 ttl=56 time=1.45 ms
64 bytes from 23.203.53.155: icmp_seq=7 ttl=56 time=1.48 ms
64 bytes from 23.203.53.155: icmp_seq=8 ttl=56 time=1.58 ms
64 bytes from 23.203.53.155: icmp_seq=9 ttl=56 time=1.53 ms
64 bytes from 23.203.53.155: icmp_seq=10 ttl=56 time=1.49 ms
64 bytes from 23.203.53.155: icmp_seq=11 ttl=56 time=1.46 ms
64 bytes from 23.203.53.155: icmp_seq=12 ttl=56 time=1.53 ms
64 bytes from 23.203.53.155: icmp_seq=13 ttl=56 time=1.55 ms
64 bytes from 23.203.53.155: icmp_seq=14 ttl=56 time=1.49 ms
64 bytes from 23.203.53.155: icmp_seq=15 ttl=56 time=1.52 ms
64 bytes from 23.203.53.155: icmp_seq=16 ttl=56 time=1.58 ms
64 bytes from 23.203.53.155: icmp_seq=17 ttl=56 time=1.55 ms
64 bytes from 23.203.53.155: icmp_seq=18 ttl=56 time=1.52 ms
64 bytes from 23.203.53.155: icmp_seq=19 ttl=56 time=1.52 ms
64 bytes from 23.203.53.155: icmp_seq=20 ttl=56 time=1.51 ms
64 bytes from 23.203.53.155: icmp_seq=21 ttl=56 time=1.47 ms
64 bytes from 23.203.53.155: icmp_seq=22 ttl=56 time=1.51 ms
64 bytes from 23.203.53.155: icmp_seq=23 ttl=56 time=1.50 ms
64 bytes from 23.203.53.155: icmp_seq=24 ttl=56 time=1.52 ms
64 bytes from 23.203.53.155: icmp_seq=25 ttl=56 time=1.60 ms
64 bytes from 23.203.53.155: icmp_seq=26 ttl=56 time=1.48 ms
64 bytes from 23.203.53.155: icmp_seq=27 ttl=56 time=1.49 ms
64 bytes from 23.203.53.155: icmp_seq=28 ttl=56 time=1.55 ms
64 bytes from 23.203.53.155: icmp_seq=29 ttl=56 time=1.52 ms
64 bytes from 23.203.53.155: icmp_seq=30 ttl=56 time=1.52 ms
64 bytes from 23.203.53.155: icmp_seq=31 ttl=56 time=1.49 ms
64 bytes from 23.203.53.155: icmp_seq=32 ttl=56 time=1.53 ms
64 bytes from 23.203.53.155: icmp_seq=33 ttl=56 time=1.53 ms
64 bytes from 23.203.53.155: icmp_seq=34 ttl=56 time=1.53 ms
64 bytes from 23.203.53.155: icmp_seq=35 ttl=56 time=1.49 ms
64 bytes from 23.203.53.155: icmp_seq=36 ttl=56 time=1.55 ms
64 bytes from 23.203.53.155: icmp_seq=37 ttl=56 time=1.48 ms
64 bytes from 23.203.53.155: icmp_seq=38 ttl=56 time=1.49 ms
64 bytes from 23.203.53.155: icmp_seq=39 ttl=56 time=1.56 ms
64 bytes from 23.203.53.155: icmp_seq=40 ttl=56 time=1.58 ms
64 bytes from 23.203.53.155: icmp_seq=41 ttl=56 time=1.53 ms
64 bytes from 23.203.53.155: icmp_seq=42 ttl=56 time=1.60 ms
64 bytes from 23.203.53.155: icmp_seq=43 ttl=56 time=1.59 ms
64 bytes from 23.203.53.155: icmp_seq=44 ttl=56 time=1.50 ms
64 bytes from 23.203.53.155: icmp_seq=45 ttl=56 time=1.47 ms
64 bytes from 23.203.53.155: icmp_seq=46 ttl=56 time=1.46 ms
64 bytes from 23.203.53.155: icmp_seq=47 ttl=56 time=1.51 ms
64 bytes from 23.203.53.155: icmp_seq=48 ttl=56 time=1.58 ms
64 bytes from 23.203.53.155: icmp_seq=49 ttl=56 time=1.52 ms
64 bytes from 23.203.53.155: icmp_seq=50 ttl=56 time=1.54 ms
64 bytes from 23.203.53.155: icmp_seq=51 ttl=56 time=1.53 ms
64 bytes from 23.203.53.155: icmp_seq=52 ttl=56 time=1.53 ms
64 bytes from 23.203.53.155: icmp_seq=53 ttl=56 time=1.56 ms
64 bytes from 23.203.53.155: icmp_seq=54 ttl=56 time=1.51 ms
64 bytes from 23.203.53.155: icmp_seq=55 ttl=56 time=1.50 ms
64 bytes from 23.203.53.155: icmp_seq=56 ttl=56 time=1.55 ms
64 bytes from 23.203.53.155: icmp_seq=57 ttl=56 time=1.52 ms
64 bytes from 23.203.53.155: icmp_seq=58 ttl=56 time=1.47 ms
64 bytes from 23.203.53.155: icmp_seq=59 ttl=56 time=1.57 ms
64 bytes from 23.203.53.155: icmp_seq=60 ttl=56 time=1.51 ms
64 bytes from 23.203.53.155: icmp_seq=61 ttl=56 time=1.53 ms
64 bytes from 23.203.53.155: icmp_seq=62 ttl=56 time=1.53 ms
64 bytes from 23.203.53.155: icmp_seq=63 ttl=56 time=1.52 ms
64 bytes from 23.203.53.155: icmp_seq=64 ttl=56 time=1.46 ms
64 bytes from 23.203.53.155: icmp_seq=65 ttl=56 time=1.49 ms
64 bytes from 23.203.53.155: icmp_seq=66 ttl=56 time=1.54 ms
64 bytes from 23.203.53.155: icmp_seq=67 ttl=56 time=1.50 ms
64 bytes from 23.203.53.155: icmp_seq=68 ttl=56 time=1.48 ms
64 bytes from 23.203.53.155: icmp_seq=69 ttl=56 time=1.51 ms
64 bytes from 23.203.53.155: icmp_seq=70 ttl=56 time=1.45 ms
64 bytes from 23.203.53.155: icmp_seq=71 ttl=56 time=1.43 ms
64 bytes from 23.203.53.155: icmp_seq=72 ttl=56 time=1.55 ms
64 bytes from 23.203.53.155: icmp_seq=73 ttl=56 time=1.54 ms
64 bytes from 23.203.53.155: icmp_seq=74 ttl=56 time=1.48 ms
64 bytes from 23.203.53.155: icmp_seq=75 ttl=56 time=1.53 ms
64 bytes from 23.203.53.155: icmp_seq=76 ttl=56 time=1.54 ms
64 bytes from 23.203.53.155: icmp_seq=77 ttl=56 time=1.51 ms
64 bytes from 23.203.53.155: icmp_seq=78 ttl=56 time=1.53 ms
64 bytes from 23.203.53.155: icmp_seq=79 ttl=56 time=1.51 ms
64 bytes from 23.203.53.155: icmp_seq=80 ttl=56 time=1.52 ms
64 bytes from 23.203.53.155: icmp_seq=81 ttl=56 time=1.51 ms
64 bytes from 23.203.53.155: icmp_seq=82 ttl=56 time=1.51 ms
64 bytes from 23.203.53.155: icmp_seq=83 ttl=56 time=1.45 ms
64 bytes from 23.203.53.155: icmp_seq=84 ttl=56 time=1.50 ms
64 bytes from 23.203.53.155: icmp_seq=85 ttl=56 time=1.49 ms
64 bytes from 23.203.53.155: icmp_seq=86 ttl=56 time=1.51 ms
64 bytes from 23.203.53.155: icmp_seq=87 ttl=56 time=1.53 ms
64 bytes from 23.203.53.155: icmp_seq=88 ttl=56 time=1.47 ms
64 bytes from 23.203.53.155: icmp_seq=89 ttl=56 time=1.50 ms
64 bytes from 23.203.53.155: icmp_seq=90 ttl=56 time=1.51 ms
64 bytes from 23.203.53.155: icmp_seq=91 ttl=56 time=1.63 ms
64 bytes from 23.203.53.155: icmp_seq=92 ttl=56 time=1.60 ms
64 bytes from 23.203.53.155: icmp_seq=93 ttl=56 time=1.51 ms
64 bytes from 23.203.53.155: icmp_seq=94 ttl=56 time=1.54 ms
64 bytes from 23.203.53.155: icmp_seq=95 ttl=56 time=1.57 ms
64 bytes from 23.203.53.155: icmp_seq=96 ttl=56 time=1.52 ms
64 bytes from 23.203.53.155: icmp_seq=97 ttl=56 time=1.46 ms
64 bytes from 23.203.53.155: icmp_seq=98 ttl=56 time=1.49 ms
64 bytes from 23.203.53.155: icmp_seq=99 ttl=56 time=1.45 ms
